country,placename,end_date,deaths,expected_deaths,excess_deaths
Portugal,,2016-10-09,1856,,
Portugal,,2016-10-16,1879,,
Portugal,,2016-10-23,2026,,
Portugal,,2016-10-30,1971,,
Portugal,,2016-11-06,1939,,
Portugal,,2016-11-13,2040,,
Portugal,,2016-11-20,2127,,
Portugal,,2016-11-27,2197,,
Portugal,,2016-12-04,2388,,
Portugal,,2016-12-11,2363,,
Portugal,,2016-12-18,2526,,
Portugal,,2016-12-25,2809,,
Portugal,,2015-01-11,3054,,
Portugal,,2015-01-18,3167,,
Portugal,,2015-01-25,3088,,
Portugal,,2015-02-01,2909,,
Portugal,,2015-02-08,2869,,
Portugal,,2015-02-15,2977,,
Portugal,,2015-02-22,2684,,
Portugal,,2015-03-01,2699,,
Portugal,,2015-03-08,2447,,
Portugal,,2015-03-15,2314,,
Portugal,,2015-03-22,2284,,
Portugal,,2015-03-29,2083,,
Portugal,,2015-04-05,2179,,
Portugal,,2015-04-12,1933,,
Portugal,,2015-04-19,1937,,
Portugal,,2015-04-26,1816,,
Portugal,,2015-05-03,1819,,
Portugal,,2015-05-10,1941,,
Portugal,,2015-05-17,1911,,
Portugal,,2015-05-24,1791,,
Portugal,,2015-05-31,1950,,
Portugal,,2015-06-07,1847,,
Portugal,,2015-06-14,1799,,
Portugal,,2015-06-21,1845,,
Portugal,,2015-06-28,1727,,
Portugal,,2015-07-05,1697,,
Portugal,,2015-07-12,1805,,
Portugal,,2015-07-19,1790,,
Portugal,,2015-07-26,1751,,
Portugal,,2015-08-02,1792,,
Portugal,,2015-08-09,1811,,
Portugal,,2015-08-16,1738,,
Portugal,,2015-08-23,1787,,
Portugal,,2015-08-30,1722,,
Portugal,,2015-09-06,1803,,
Portugal,,2015-09-13,1821,,
Portugal,,2015-09-20,1699,,
Portugal,,2015-09-27,1856,,
Portugal,,2015-10-04,1914,,
Portugal,,2015-10-11,1792,,
Portugal,,2015-10-18,1809,,
Portugal,,2015-10-25,1882,,
Portugal,,2015-11-01,1883,,
Portugal,,2015-11-08,1970,,
Portugal,,2015-11-15,1854,,
Portugal,,2015-11-22,1912,,
Portugal,,2015-11-29,2040,,
Portugal,,2015-12-06,2088,,
Portugal,,2015-12-13,2002,,
Portugal,,2015-12-20,2131,,
Russia,St._Petersburg,,5367,5510,-143
Russia,St._Petersburg,,5013,4807,206
Russia,St._Petersburg,,5084,5307,-223
Russia,St._Petersburg,,5303,4897,406
Russia,St._Petersburg,,6427,4786,1641
Russia,St._Petersburg,,5544,,
Russia,St._Petersburg,,5048,,
Russia,St._Petersburg,,5105,,
Russia,St._Petersburg,,5174,,
Russia,St._Petersburg,,4859,,
Russia,St._Petersburg,,4543,,
Russia,St._Petersburg,,4766,,
Russia,St._Petersburg,,4831,,
Russia,St._Petersburg,,4625,,
Russia,St._Petersburg,,5158,,
Russia,St._Petersburg,,4665,,
Russia,St._Petersburg,,4874,,
Russia,St._Petersburg,,5431,,
Russia,St._Petersburg,,4831,,
Russia,St._Petersburg,,6205,,
Russia,St._Petersburg,,5342,,
Russia,St._Petersburg,,5082,,
Russia,St._Petersburg,,4800,,
Russia,St._Petersburg,,5080,,
Russia,St._Petersburg,,5007,,
Russia,St._Petersburg,,4622,,
Russia,St._Petersburg,,4429,,
Russia,St._Petersburg,,4246,,
Russia,St._Petersburg,,4601,,
Russia,St._Petersburg,,6033,,
Russia,St._Petersburg,,4776,,
Russia,St._Petersburg,,5302,,
Russia,St._Petersburg,,4729,,
Russia,St._Petersburg,,5135,,
Russia,St._Petersburg,,4895,,
Russia,St._Petersburg,,4705,,
Russia,St._Petersburg,,4930,,
Russia,St._Petersburg,,5079,,
Russia,St._Petersburg,,5180,,
Russia,St._Petersburg,,4893,,
Russia,St._Petersburg,,4934,,
Russia,St._Petersburg,,6075,,
Russia,St._Petersburg,,5285,,
Russia,St._Petersburg,,5396,,
Russia,St._Petersburg,,4950,,
Russia,St._Petersburg,,4953,,
Russia,St._Petersburg,,4644,,
Russia,St._Petersburg,,4524,,
Russia,St._Petersburg,,4951,,
Russia,St._Petersburg,,4926,,
Russia,St._Petersburg,,5076,,
Russia,St._Petersburg,,5260,,
Russia,St._Petersburg,,5419,,
Russia,St._Petersburg,,5593,,
Russia,St._Petersburg,,5075,,
Russia,St._Petersburg,,5511,,
Russia,St._Petersburg,,5274,,
Russia,St._Petersburg,,4881,,
Russia,St._Petersburg,,5034,,
Russia,St._Petersburg,,5039,,
Russia,St._Petersburg,,4751,,
Russia,St._Petersburg,,4998,,
Russia,St._Petersburg,,5379,,
Russia,St._Petersburg,,4930,,
Russia,St._Petersburg,,5548,,
Russia,Moscow,,10918,11186,-268
Russia,Moscow,,9873,9812,61
Russia,Moscow,,10250,10512,-262
Russia,Moscow,,11846,10007,1839
Russia,Moscow,,15713,9816,5897
Russia,Moscow,,11485,,
Russia,Moscow,,9793,,
Russia,Moscow,,10060,,
Russia,Moscow,,10005,,
Russia,Moscow,,10007,,
Russia,Moscow,,9268,,
Russia,Moscow,,10096,,
Russia,Moscow,,9601,,
Russia,Moscow,,9712,,
Russia,Moscow,,10462,,
Russia,Moscow,,9732,,
Russia,Moscow,,10562,,
Russia,Moscow,,10733,,
Russia,Moscow,,9992,,
Russia,Moscow,,11752,,
Russia,Moscow,,10861,,
Russia,Moscow,,9862,,
Russia,Moscow,,9780,,
Russia,Moscow,,9487,,
Russia,Moscow,,9661,,
Russia,Moscow,,9251,,
Russia,Moscow,,10637,,
Russia,Moscow,,9884,,
Russia,Moscow,,10497,,
Russia,Moscow,,11858,,
Russia,Moscow,,9405,,
Russia,Moscow,,10193,,
Russia,Moscow,,9569,,
Russia,Moscow,,9966,,
Russia,Moscow,,9314,,
Russia,Moscow,,9669,,
Russia,Moscow,,9634,,
Russia,Moscow,,9420,,
Russia,Moscow,,10490,,
Russia,Moscow,,9644,,
Russia,Moscow,,10121,,
Russia,Moscow,,11673,,
Russia,Moscow,,10320,,
Russia,Moscow,,10262,,
Russia,Moscow,,9923,,
Russia,Moscow,,10099,,
Russia,Moscow,,9720,,
Russia,Moscow,,9373,,
Russia,Moscow,,10042,,
Russia,Moscow,,9841,,
Russia,Moscow,,10346,,
Russia,Moscow,,10194,,
Russia,Moscow,,12086,,
Russia,Moscow,,11042,,
Russia,Moscow,,10146,,
Russia,Moscow,,10886,,
Russia,Moscow,,10271,,
Russia,Moscow,,9742,,
Russia,Moscow,,9649,,
Russia,Moscow,,9629,,
Russia,Moscow,,9483,,
Russia,Moscow,,9821,,
Russia,Moscow,,10559,,
Russia,Moscow,,9973,,
Russia,Moscow,,10816,,
South_Africa,,2020-01-14,7544,7635,-91
South_Africa,,2020-01-21,7282,7282,0
South_Africa,,2020-01-28,7257,7152,105
South_Africa,,2020-02-04,8016,7446,570
South_Africa,,2020-02-11,7612,7417,195
South_Africa,,2020-02-18,7499,7085,414
South_Africa,,2020-02-25,7255,7172,83
South_Africa,,2020-03-03,7617,7726,-109
South_Africa,,2020-03-10,7863,7453,410
South_Africa,,2020-03-17,7429,7256,173
South_Africa,,2020-03-24,7331,7272,59
South_Africa,,2020-03-31,7156,7632,-476
South_Africa,,2020-04-07,7038,7635,-597
South_Africa,,2020-04-14,7082,7498,-416
South_Africa,,2020-04-21,6907,7515,-608
South_Africa,,2020-04-28,6598,7907,-1309
South_Africa,,2020-05-05,7185,8178,-993
South_Africa,,2020-05-12,7324,8273,-949
South_Africa,,2020-05-19,7449,8157,-708
South_Africa,,2020-05-26,7552,8405,-853
South_Africa,,2020-06-02,8452,8910,-458
South_Africa,,,7727,,
South_Africa,,,7282,,
South_Africa,,,7048,,
South_Africa,,,7446,,
South_Africa,,,7417,,
South_Africa,,,7085,,
South_Africa,,,7172,,
South_Africa,,,7726,,
South_Africa,,,7453,,
South_Africa,,,7256,,
South_Africa,,,7272,,
South_Africa,,,7632,,
South_Africa,,,7635,,
South_Africa,,,7498,,
South_Africa,,,7515,,
South_Africa,,,7907,,
South_Africa,,,8178,,
South_Africa,,,8273,,
South_Africa,,,8157,,
South_Africa,,,8405,,
South_Africa,,,8910,,
South_Africa,,,9523,,
South_Africa,,,9747,,
South_Africa,,,9701,,
South_Africa,,,9394,,
South_Africa,,,9439,,
South_Africa,,,8683,,
South_Africa,,,8674,,
South_Africa,,,8489,,
South_Africa,,,8655,,
South_Africa,,,8572,,
South_Africa,,,8299,,
South_Africa,,,8077,,
South_Africa,,,8382,,
South_Africa,,,8411,,
South_Africa,,,8122,,
South_Africa,,,8014,,
South_Africa,,,8069,,
South_Africa,,,8243,,
South_Africa,,,7682,,
South_Africa,,,7694,,
South_Africa,,,7798,,
South_Africa,,,7868,,
South_Africa,,,7604,,
South_Africa,,,7613,,
South_Africa,,,7381,,
South_Africa,,,8144,,
South_Africa,,,7759,,
South_Africa,,,7855,,
South_Africa,,,8213,,
South_Korea,,,28471,28312,159
South_Korea,,,25419,25148,271
South_Korea,,,25879,26657,-778
South_Korea,,,27365,,
South_Korea,,,22926,,
South_Korea,,,24983,,
South_Korea,,,23837,,
South_Korea,,,24750,,
South_Korea,,,23031,,
South_Korea,,,23211,,
South_Korea,,,23689,,
South_Korea,,,23581,,
South_Korea,,,25579,,
South_Korea,,,25414,,
South_Korea,,,26764,,
South_Korea,,,31550,,
South_Korea,,,25001,,
South_Korea,,,25252,,
South_Korea,,,23963,,
South_Korea,,,23996,,
South_Korea,,,22596,,
South_Korea,,,23886,,
South_Korea,,,23937,,
South_Korea,,,22906,,
South_Korea,,,25010,,
South_Korea,,,24200,,
South_Korea,,,26523,,
South_Korea,,,25902,,
South_Korea,,,22884,,
South_Korea,,,24230,,
South_Korea,,,23142,,
South_Korea,,,23766,,
South_Korea,,,21986,,
South_Korea,,,22245,,
South_Korea,,,22846,,
South_Korea,,,22622,,
South_Korea,,,24624,,
South_Korea,,,24404,,
South_Korea,,,26883,,
South_Korea,,,24708,,
South_Korea,,,24601,,
South_Korea,,,25208,,
South_Korea,,,22830,,
South_Korea,,,23125,,
South_Korea,,,21350,,
South_Korea,,,22053,,
South_Korea,,,22604,,
South_Korea,,,22081,,
South_Korea,,,23610,,
South_Korea,,,23333,,
South_Korea,,,25324,,
South_Korea,,,24760,,
South_Korea,,,23209,,
South_Korea,,,26493,,
South_Korea,,,23610,,
South_Korea,,,22935,,
South_Korea,,,21345,,
South_Korea,,,21534,,
South_Korea,,,21496,,
South_Korea,,,21375,,
South_Korea,,,23050,,
South_Korea,,,22678,,
South_Korea,,,23410,,
Spain,Catalonia,2018-05-20,1172,,
Spain,Catalonia,2018-05-27,1147,,
Spain,Catalonia,2018-06-03,1125,,
Spain,Catalonia,2018-06-10,1120,,
Spain,Catalonia,2018-06-17,1083,,
Spain,Catalonia,2018-06-24,1114,,
Spain,Catalonia,2018-07-01,1139,,
Spain,Catalonia,2018-07-08,1164,,
Spain,Catalonia,2018-07-15,1161,,
Spain,Catalonia,2018-07-22,1132,,
Spain,Catalonia,2018-07-29,1096,,
Spain,Catalonia,2018-08-05,1341,,
Spain,Catalonia,2018-08-12,1419,,
Spain,Catalonia,2018-08-19,1128,,
Spain,Catalonia,2018-08-26,1047,,
Spain,Catalonia,2018-09-02,923,,
Spain,Catalonia,2018-09-09,1015,,
Spain,Catalonia,2018-09-16,1065,,
Spain,Catalonia,2018-09-23,1074,,
Spain,Catalonia,2018-09-30,1120,,
Spain,Catalonia,2018-10-07,1183,,
Spain,Catalonia,2018-10-14,1150,,
Spain,Catalonia,2018-10-21,1115,,
Spain,Catalonia,2018-10-28,1110,,
Spain,Catalonia,2018-11-04,1242,,
Spain,Catalonia,2018-11-11,1253,,
Spain,Catalonia,2018-11-18,1234,,
Spain,Catalonia,2018-11-25,1241,,
Spain,Catalonia,2018-12-02,1210,,
Spain,Catalonia,2018-12-09,1306,,
Spain,Catalonia,2018-12-16,1219,,
Spain,Catalonia,2018-12-23,1220,,
Spain,Catalonia,2019-01-13,1535,,
Spain,Catalonia,2019-01-20,1612,,
Spain,Catalonia,2019-01-27,1552,,
Spain,Catalonia,2019-02-03,1582,,
Spain,Catalonia,2019-02-10,1586,,
Spain,Catalonia,2019-02-17,1499,,
Spain,Catalonia,2019-02-24,1410,,
Spain,Catalonia,2019-03-03,1298,,
Spain,Catalonia,2019-03-10,1255,,
Spain,Catalonia,2019-03-17,1293,,
Spain,Catalonia,2019-03-24,1236,,
Spain,Catalonia,2019-03-31,1181,,
Spain,Catalonia,2019-04-07,1245,,
Spain,Catalonia,2019-04-14,1175,,
Spain,Catalonia,2019-04-21,1201,,
Spain,Catalonia,2019-04-28,1115,,
Spain,Catalonia,2019-05-05,1109,,
Spain,Catalonia,2019-05-12,1178,,
Spain,Catalonia,2019-05-19,1148,,
Spain,Catalonia,2019-05-26,1099,,
Spain,Catalonia,2019-06-02,1186,,
Spain,Catalonia,2019-06-09,1218,,
Spain,Catalonia,2019-06-16,1067,,
Spain,Catalonia,2019-06-23,1107,,
Spain,Catalonia,2019-06-30,1189,,
Spain,Catalonia,2019-07-07,1333,,
Spain,Catalonia,2019-07-14,1167,,
Spain,Catalonia,2019-07-21,1132,,
Spain,Catalonia,2019-07-28,1110,,
Spain,Catalonia,2019-08-04,1080,,
Spain,Catalonia,2019-08-11,1126,,
Spain,Catalonia,2019-08-18,1158,,
Spain,Catalonia,2019-08-25,987,,
Spain,Catalonia,2019-09-01,1013,,
Spain,Catalonia,2019-09-08,1026,,
Spain,Catalonia,2019-09-15,1081,,
Spain,Catalonia,2019-09-22,1083,,
Spain,Catalonia,2019-09-29,1020,,
Spain,Catalonia,2019-10-06,997,,
Spain,Catalonia,2019-10-13,1139,,
Spain,Catalonia,2019-10-20,1100,,
Spain,Catalonia,2019-10-27,1143,,
Spain,Catalonia,2019-11-03,1184,,
Spain,Catalonia,2019-11-10,1236,,
Spain,Catalonia,2019-11-17,1312,,
Spain,Catalonia,2019-11-24,1280,,
Spain,Catalonia,2019-12-01,1332,,
Spain,Catalonia,2019-12-08,1263,,
Spain,Catalonia,2019-12-15,1297,,
Spain,Catalonia,2019-12-22,1250,,
Spain,Catalonia,2020-01-12,1500,1535,-35
Spain,Catalonia,2020-01-19,1430,1612,-182
Spain,Catalonia,2020-01-26,1463,1552,-89
Spain,Catalonia,2020-02-02,1421,1582,-161
Spain,Catalonia,2020-02-09,1325,1586,-261
Spain,Catalonia,2020-02-16,1337,1499,-162
Spain,Catalonia,2020-02-23,1278,1410,-132
Spain,Catalonia,2020-03-01,1308,1298,10
Spain,Catalonia,2020-03-08,1360,1255,105
Spain,Catalonia,2020-03-15,1416,1293,123
Spain,Catalonia,2020-03-22,1995,1236,759
Spain,Catalonia,2020-03-29,3729,1181,2548
Spain,Catalonia,2020-04-05,4139,1245,2894
Spain,Catalonia,2020-04-12,3635,1175,2460
Spain,Catalonia,2020-04-19,2775,1201,1574
Spain,Catalonia,2020-04-26,2090,1115,975
Spain,Catalonia,2020-05-03,1735,1109,626
Spain,Catalonia,2020-05-10,1486,1178,308
Spain,Catalonia,2020-05-17,1292,1160,132
Spain,Catalonia,2020-05-24,1379,1123,256
Spain,Catalonia,2020-05-31,324,1156,-832
Spain,Madrid,2020-01-12,891,1002,-111
Spain,Madrid,2020-01-19,933,999,-66
Spain,Madrid,2020-01-26,933,1058,-125
Spain,Madrid,2020-02-02,923,967,-44
Spain,Madrid,2020-02-09,902,971,-69
Spain,Madrid,2020-02-16,814,939,-125
Spain,Madrid,2020-02-23,807,966,-159
Spain,Madrid,2020-03-01,780,917,-137
Spain,Madrid,2020-03-08,862,867,-5
Spain,Madrid,2020-03-15,1360,791,569
Spain,Madrid,2020-03-22,2746,772,1974
Spain,Madrid,2020-03-29,4553,822,3731
Spain,Madrid,2020-04-05,4282,833,3449
Spain,Madrid,2020-04-12,3024,769,2255
Spain,Madrid,2020-04-19,1927,763,1164
Spain,Madrid,2020-04-26,1324,726,598
Spain,Madrid,2020-05-03,996,736,260
Spain,Madrid,2020-05-10,895,749,146
Spain,Madrid,2020-05-17,859,742,117
Spain,Madrid,2020-05-24,829,713,116
Spain,Madrid,2020-05-31,262,731,-469
Spain,Madrid,2019-01-13,1002,,
Spain,Madrid,2019-01-20,999,,
Spain,Madrid,2019-01-27,1058,,
Spain,Madrid,2019-02-03,967,,
Spain,Madrid,2019-02-10,971,,
Spain,Madrid,2019-02-17,939,,
Spain,Madrid,2019-02-24,966,,
Spain,Madrid,2019-03-03,917,,
Spain,Madrid,2019-03-10,867,,
Spain,Madrid,2019-03-17,791,,
Spain,Madrid,2019-03-24,772,,
Spain,Madrid,2019-03-31,822,,
Spain,Madrid,2019-04-07,833,,
Spain,Madrid,2019-04-14,769,,
Spain,Madrid,2019-04-21,763,,
Spain,Madrid,2019-04-28,726,,
Spain,Madrid,2019-05-05,743,,
Spain,Madrid,2019-05-12,765,,
Spain,Madrid,2019-05-19,772,,
Spain,Madrid,2019-05-26,733,,
Spain,Madrid,2019-06-02,769,,
Spain,Madrid,2019-06-09,758,,
Spain,Madrid,2019-06-16,726,,
Spain,Madrid,2019-06-23,753,,
Spain,Madrid,2019-06-30,748,,
Spain,Madrid,2019-07-07,840,,
Spain,Madrid,2019-07-14,721,,
Spain,Madrid,2019-07-21,695,,
Spain,Madrid,2019-07-28,725,,
Spain,Madrid,2019-08-04,673,,
Spain,Madrid,2019-08-11,671,,
Spain,Madrid,2019-08-18,628,,
Spain,Madrid,2019-08-25,651,,
Spain,Madrid,2019-09-01,657,,
Spain,Madrid,2019-09-08,630,,
Spain,Madrid,2019-09-15,713,,
Spain,Madrid,2019-09-22,633,,
Spain,Madrid,2019-09-29,672,,
Spain,Madrid,2019-10-06,686,,
Spain,Madrid,2019-10-13,757,,
Spain,Madrid,2019-10-20,770,,
Spain,Madrid,2019-10-27,771,,
Spain,Madrid,2019-11-03,770,,
Spain,Madrid,2019-11-10,711,,
Spain,Madrid,2019-11-17,790,,
Spain,Madrid,2019-11-24,769,,
Spain,Madrid,2019-12-01,774,,
Spain,Madrid,2019-12-08,800,,
Spain,Madrid,2019-12-15,804,,
Spain,Madrid,2019-12-22,835,,
Spain,Madrid,2018-05-06,730,,
Spain,Madrid,2018-05-13,732,,
Spain,Madrid,2018-05-20,712,,
Spain,Madrid,2018-05-27,694,,
Spain,Madrid,2018-06-03,693,,
Spain,Madrid,2018-06-10,680,,
Spain,Madrid,2018-06-17,721,,
Spain,Madrid,2018-06-24,827,,
Spain,Madrid,2018-07-01,823,,
Spain,Madrid,2018-07-08,693,,
Spain,Madrid,2018-07-15,693,,
Spain,Madrid,2018-07-22,617,,
Spain,Madrid,2018-07-29,644,,
Spain,Madrid,2018-08-05,737,,
Spain,Madrid,2018-08-12,718,,
Spain,Madrid,2018-08-19,643,,
Spain,Madrid,2018-08-26,618,,
Spain,Madrid,2018-09-02,560,,
Spain,Madrid,2018-09-09,651,,
Spain,Madrid,2018-09-16,631,,
Spain,Madrid,2018-09-23,708,,
Spain,Madrid,2018-09-30,708,,
Spain,Madrid,2018-10-07,655,,
Spain,Madrid,2018-10-14,732,,
Spain,Madrid,2018-10-21,728,,
Spain,Madrid,2018-10-28,750,,
Spain,Madrid,2018-11-04,811,,
Spain,Madrid,2018-11-11,743,,
Spain,Madrid,2018-11-18,807,,
Spain,Madrid,2018-11-25,784,,
Spain,Madrid,2018-12-02,778,,
Spain,Madrid,2018-12-09,780,,
Spain,Madrid,2018-12-16,798,,
Spain,Madrid,2018-12-23,792,,
Spain,,2018-04-08,8033,,
Spain,,2018-04-15,7930,,
Spain,,2018-04-22,7685,,
Spain,,2018-04-29,7338,,
Spain,,2018-05-06,6963,,
Spain,,2018-05-13,7245,,
Spain,,2018-05-20,7140,,
Spain,,2018-05-27,7133,,
Spain,,2018-06-03,6951,,
Spain,,2018-06-10,6772,,
Spain,,2018-06-17,6829,,
Spain,,2018-06-24,7292,,
Spain,,2018-07-01,7265,,
Spain,,2018-07-08,6952,,
Spain,,2018-07-15,7025,,
Spain,,2018-07-22,6756,,
Spain,,2018-07-29,6710,,
Spain,,2018-08-05,7273,,
Spain,,2018-08-12,7550,,
Spain,,2018-08-19,6827,,
Spain,,2018-08-26,6609,,
Spain,,2018-09-02,6371,,
Spain,,2018-09-09,6566,,
Spain,,2018-09-16,6500,,
Spain,,2018-09-23,6762,,
Spain,,2018-09-30,6813,,
Spain,,2018-10-07,6892,,
Spain,,2018-10-14,7065,,
Spain,,2018-10-21,6987,,
Spain,,2018-10-28,6971,,
Spain,,2018-11-04,7454,,
Spain,,2018-11-11,7636,,
Spain,,2018-11-18,7588,,
Spain,,2018-11-25,7502,,
Spain,,2018-12-02,7581,,
Spain,,2018-12-09,7599,,
Spain,,2018-12-16,7869,,
Spain,,2018-12-23,7752,,
Spain,,2018-12-30,7828,,
Spain,,2019-01-13,9485,,
Spain,,2019-01-20,9944,,
Spain,,2019-01-27,9592,,
Spain,,2019-02-03,9507,,
Spain,,2019-02-10,9172,,
Spain,,2019-02-17,8887,,
Spain,,2019-02-24,8697,,
Spain,,2019-03-03,8481,,
Spain,,2019-03-10,8221,,
Spain,,2019-03-17,7797,,
Spain,,2019-03-24,7622,,
Spain,,2019-03-31,7740,,
Spain,,2019-04-07,7751,,
Spain,,2019-04-14,7632,,
Spain,,2019-04-21,7408,,
Spain,,2019-04-28,7319,,
Spain,,2019-05-05,7377,,
Spain,,2019-05-12,7366,,
Spain,,2019-05-19,7158,,
Spain,,2019-05-26,7126,,
Spain,,2019-06-02,7244,,
Spain,,2019-06-09,7152,,
Spain,,2019-06-16,6669,,
Spain,,2019-06-23,6969,,
Spain,,2019-06-30,7084,,
Spain,,2019-07-07,7622,,
Spain,,2019-07-14,7087,,
Spain,,2019-07-21,6881,,
Spain,,2019-07-28,6972,,
Spain,,2019-08-04,6729,,
Spain,,2019-08-11,6936,,
Spain,,2019-08-18,6743,,
Spain,,2019-08-25,6493,,
Spain,,2019-09-01,6508,,
Spain,,2019-09-08,6601,,
Spain,,2019-09-15,6618,,
Spain,,2019-09-22,6615,,
Spain,,2019-09-29,6662,,
Spain,,2019-10-06,6663,,
Spain,,2019-10-13,6982,,
Spain,,2019-10-20,6994,,
Spain,,2019-10-27,7120,,
Spain,,2019-11-03,7319,,
Spain,,2019-11-10,7343,,
Spain,,2019-11-17,7656,,
Spain,,2019-11-24,7814,,
Spain,,2019-12-01,7901,,
Spain,,2019-12-08,7609,,
Spain,,2019-12-15,7927,,
Spain,,2019-12-22,7833,,
Spain,,2020-01-12,8936,9211,-275
Spain,,2020-01-19,9428,9686,-258
Spain,,2020-01-26,9399,9496,-97
Spain,,2020-02-02,9474,9507,-33
Spain,,2020-02-09,8770,9172,-402
Spain,,2020-02-16,8383,8887,-504
Spain,,2020-02-23,7944,8697,-753
Spain,,2020-03-01,7962,8481,-519
Spain,,2020-03-08,8092,8221,-129
Spain,,2020-03-15,9002,7797,1205
Spain,,2020-03-22,12122,7622,4500
Spain,,2020-03-29,18453,7740,10713
Spain,,2020-04-05,19148,7892,11256
Spain,,2020-04-12,15874,7781,8093
Spain,,2020-04-19,12334,7547,4787
Spain,,2020-04-26,9818,7329,2489
Spain,,2020-05-03,8511,7170,1341
Spain,,2020-05-10,7993,7306,687
Spain,,2020-05-17,7106,7149,-43
Spain,,2020-05-24,7388,7130,258
Spain,,2020-05-31,7363,7098,265
Spain,,2020-06-07,7002,6962,40
Spain,,2020-06-14,7128,6749,379
Sweden,Stockholm,2020-01-12,384,337,47
Sweden,Stockholm,2020-01-19,325,353,-28
Sweden,Stockholm,2020-01-26,299,353,-54
Sweden,Stockholm,2020-02-02,317,336,-19
Sweden,Stockholm,2020-02-09,291,345,-54
Sweden,Stockholm,2020-02-16,326,320,6
Sweden,Stockholm,2020-02-23,323,344,-21
Sweden,Stockholm,2020-03-01,329,336,-7
Sweden,Stockholm,2020-03-08,315,340,-25
Sweden,Stockholm,2020-03-15,302,315,-13
Sweden,Stockholm,2020-03-22,344,308,36
Sweden,Stockholm,2020-03-29,485,316,169
Sweden,Stockholm,2020-04-05,638,313,325
Sweden,Stockholm,2020-04-12,780,298,482
Sweden,Stockholm,2020-04-19,679,313,366
Sweden,Stockholm,2020-04-26,580,302,278
Sweden,Stockholm,2020-05-03,515,286,229
Sweden,Stockholm,2020-05-10,439,278,161
Sweden,Stockholm,,338,,
Sweden,Stockholm,,354,,
Sweden,Stockholm,,354,,
Sweden,Stockholm,,336,,
Sweden,Stockholm,,346,,
Sweden,Stockholm,,320,,
Sweden,Stockholm,,345,,
Sweden,Stockholm,,337,,
Sweden,Stockholm,,341,,
Sweden,Stockholm,,316,,
Sweden,Stockholm,,308,,
Sweden,Stockholm,,316,,
Sweden,Stockholm,,313,,
Sweden,Stockholm,,298,,
Sweden,Stockholm,,313,,
Sweden,Stockholm,,302,,
Sweden,Stockholm,,286,,
Sweden,Stockholm,,278,,
Sweden,Stockholm,,277,,
Sweden,Stockholm,,268,,
Sweden,Stockholm,,285,,
Sweden,Stockholm,,272,,
Sweden,Stockholm,,274,,
Sweden,Stockholm,,271,,
Sweden,Stockholm,,276,,
Sweden,Stockholm,,275,,
Sweden,Stockholm,,286,,
Sweden,Stockholm,,295,,
Sweden,Stockholm,,286,,
Sweden,Stockholm,,284,,
Sweden,Stockholm,,271,,
Sweden,Stockholm,,277,,
Sweden,Stockholm,,267,,
Sweden,Stockholm,,273,,
Sweden,Stockholm,,284,,
Sweden,Stockholm,,279,,
Sweden,Stockholm,,270,,
Sweden,Stockholm,,271,,
Sweden,Stockholm,,286,,
Sweden,Stockholm,,294,,
Sweden,Stockholm,,297,,
Sweden,Stockholm,,300,,
Sweden,Stockholm,,297,,
Sweden,Stockholm,,310,,
Sweden,Stockholm,,291,,
Sweden,Stockholm,,293,,
Sweden,Stockholm,,300,,
Sweden,Stockholm,,307,,
Sweden,Stockholm,,314,,
Sweden,Stockholm,,324,,
Sweden,,2020-01-12,1890,1881,9
Sweden,,2020-01-19,1826,1885,-59
Sweden,,2020-01-26,1729,1888,-159
Sweden,,2020-02-02,1847,1890,-43
Sweden,,2020-02-09,1726,1891,-165
Sweden,,2020-02-16,1823,1888,-65
Sweden,,2020-02-23,1774,1882,-108
Sweden,,2020-03-01,1778,1873,-95
Sweden,,2020-03-08,1825,1858,-33
Sweden,,2020-03-15,1728,1839,-111
Sweden,,2020-03-22,1861,1815,46
Sweden,,2020-03-29,2035,1787,248
Sweden,,2020-04-05,2377,1755,622
Sweden,,2020-04-12,2564,1720,844
Sweden,,2020-04-19,2517,1684,833
Sweden,,2020-04-26,2267,1648,619
Sweden,,2020-05-03,2232,1613,619
Sweden,,2020-05-10,2176,1581,595
Sweden,,2020-05-17,1977,1554,423
Sweden,,2020-05-24,1902,1533,369
Sweden,,2020-05-31,1620,1518,102
Sweden,,2020-06-07,1595,1509,86
Sweden,,2019-01-13,1820,,
Sweden,,2019-01-20,1839,,
Sweden,,2019-01-27,1828,,
Sweden,,2019-02-03,1812,,
Sweden,,2019-02-10,1882,,
Sweden,,2019-02-17,1764,,
Sweden,,2019-02-24,1820,,
Sweden,,2019-03-03,1772,,
Sweden,,2019-03-10,1690,,
Sweden,,2019-03-17,1829,,
Sweden,,2019-03-24,1632,,
Sweden,,2019-03-31,1665,,
Sweden,,2019-04-07,1698,,
Sweden,,2019-04-14,1612,,
Sweden,,2019-04-21,1736,,
Sweden,,2019-04-28,1698,,
Sweden,,2019-05-05,1613,,
Sweden,,2019-05-12,1643,,
Sweden,,2019-05-19,1557,,
Sweden,,2019-05-26,1486,,
Sweden,,2019-06-02,1541,,
Sweden,,2019-06-09,1544,,
Sweden,,2019-06-16,1444,,
Sweden,,2019-06-23,1526,,
Sweden,,2019-06-30,1512,,
Sweden,,2019-07-07,1537,,
Sweden,,2019-07-14,1558,,
Sweden,,2019-07-21,1482,,
